id,model_name,url,type,params_billion,typical_use,est_vram_4bit_gb,approx_vram_gb,vram_tier,kv_cache_support,sharding,quant_formats,determinism_tip,good_to_know,notes,context_window_tokens,max_output_tokens,tokens_per_second_note,input_modalities,image_formats_example,prompt_template,tokenizer,framework_support,quantization_available,recommended_batch_size_4bit,latency_note,throughput_note,io_note,compat_note,good_to_know_2
69,InternVL2-26B,https://huggingface.co/OpenGVLab/InternVL2-26B,VLM,26.0,Doc/chart QA,14–18,14.0,12–<16 GB,Yes (Transformer decoder; vLLM/HF),Optional (model parallel if needed),"GGUF (llama.cpp VLM variants), AWQ/GPTQ/bnb-4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",VLM: VRAM scales with image resolution & #images; enable image preproc and smaller vision tower if offered.,Larger InternVL2.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text + Image,JPEG/PNG; others per repo (WEBP/GIF/TIFF may vary),VLM: vision + text (repo-specific format),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Resize/normalize images per repo; watch max image pixels / sequence length,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
70,Yi-VL-6B,https://huggingface.co/01-ai/Yi-VL-6B,VLM,6.0,Vision-chat,5–7,5.0,4–<8 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,"GGUF (llama.cpp VLM variants), AWQ/GPTQ/bnb-4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",VLM: VRAM scales with image resolution & #images; enable image preproc and smaller vision tower if offered.,Yi VLM 6B.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text + Image,JPEG/PNG; others per repo (WEBP/GIF/TIFF may vary),Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Resize/normalize images per repo; watch max image pixels / sequence length,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
71,OLMo-2-1124-7B-Instruct,https://huggingface.co/allenai/OLMo-2-1124-7B-Instruct,LLM,7.0,General chat,5–6,5.0,4–<8 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",General: use 4-bit quant + paged KV cache; keep batch small on consumer GPUs.,AllenAI OLMo-2.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
72,dbrx-instruct,https://huggingface.co/databricks/dbrx-instruct,LLM (MoE),,Advanced chat,>30,30.0,24–<32 GB,Yes (Transformer decoder; vLLM/HF),Recommended (tensor parallel via HF Accelerate / vLLM / Deepspeed),"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",MoE: active params << total; VRAM driven by active experts; good throughput on GPU.,Very large MoE (multi-GPU).,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
73,mpt-7b-instruct,https://huggingface.co/mosaicml/mpt-7b-instruct,LLM,7.0,Chat,5–6,5.0,4–<8 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",General: use 4-bit quant + paged KV cache; keep batch small on consumer GPUs.,MPT 7B.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
74,falcon-7b-instruct,https://huggingface.co/tiiuae/falcon-7b-instruct,LLM,7.0,Chat,5–6,5.0,4–<8 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",General: use 4-bit quant + paged KV cache; keep batch small on consumer GPUs.,Falcon 7B.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
75,falcon-180B,https://huggingface.co/tiiuae/falcon-180B,LLM,180.0,Advanced chat,>90,90.0,64–<128 GB,Yes (Transformer decoder; vLLM/HF),Recommended (tensor parallel via HF Accelerate / vLLM / Deepspeed),"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",Large: prefer multi-GPU or server-class VRAM; enable paged attention & flash-attn if supported.,Extremely large; multi-GPU.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
76,bloom-7b1,https://huggingface.co/bigscience/bloom-7b1,LLM,7.1,Chat,5–6,5.0,4–<8 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",General: use 4-bit quant + paged KV cache; keep batch small on consumer GPUs.,BLOOM 7B1.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
77,RedPajama-INCITE-7B-Instruct,https://huggingface.co/togethercomputer/RedPajama-INCITE-7B-Instruct,LLM,7.0,Chat,5–6,5.0,4–<8 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",General: use 4-bit quant + paged KV cache; keep batch small on consumer GPUs.,RP-INCITE 7B.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
78,chatglm3-6b,https://huggingface.co/THUDM/chatglm3-6b,LLM,6.0,Chat,4–5,4.0,4–<8 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",General: use 4-bit quant + paged KV cache; keep batch small on consumer GPUs.,GLM 6B.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
79,rwkv-6-world,https://huggingface.co/BlinkDL/rwkv-6-world,RWKV,,RWKV experiments,4–10,4.0,4–<8 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,GGUF (rwkv); bnb 4/8,"For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",General: use 4-bit quant + paged KV cache; keep batch small on consumer GPUs.,Varies by checkpoint.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
80,Phi-3-mini-4k-instruct,https://huggingface.co/microsoft/Phi-3-mini-4k-instruct,SLM,3.8,Lightweight chat,3–4,3.0,2–<4 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",Tiny model: great for edge; consider int4 + CPU fallback if VRAM tight.,Phi-3 Mini 3.8B.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Phi-style chat (see card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
81,Yi-1.5-72B-Chat,https://huggingface.co/01-ai/Yi-1.5-72B-Chat,LLM,72.0,Advanced chat,38–45,38.0,32–<64 GB,Yes (Transformer decoder; vLLM/HF),Recommended (tensor parallel via HF Accelerate / vLLM / Deepspeed),"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",Large: prefer multi-GPU or server-class VRAM; enable paged attention & flash-attn if supported.,Large; multi-GPU ideal.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
82,Yi-1.5-6B-Chat,https://huggingface.co/01-ai/Yi-1.5-6B-Chat,LLM,6.0,Chat,4–5,4.0,4–<8 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",General: use 4-bit quant + paged KV cache; keep batch small on consumer GPUs.,Yi 6B.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
83,Baichuan2-13B-Chat,https://huggingface.co/baichuan-inc/Baichuan2-13B-Chat,LLM,13.0,Chat,9–11,9.0,8–<12 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",General: use 4-bit quant + paged KV cache; keep batch small on consumer GPUs.,Baichuan 13B.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
84,Baichuan2-7B-Chat,https://huggingface.co/baichuan-inc/Baichuan2-7B-Chat,LLM,7.0,Chat,5–6,5.0,4–<8 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",General: use 4-bit quant + paged KV cache; keep batch small on consumer GPUs.,Baichuan 7B.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
85,internlm2-chat-7b,https://huggingface.co/internlm/internlm2-chat-7b,LLM,7.0,Chat,5–6,5.0,4–<8 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",General: use 4-bit quant + paged KV cache; keep batch small on consumer GPUs.,InternLM2 7B.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
86,internlm2-chat-20b,https://huggingface.co/internlm/internlm2-chat-20b,LLM,20.0,Chat,12–14,12.0,12–<16 GB,Yes (Transformer decoder; vLLM/HF),Optional (model parallel if needed),"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",General: use 4-bit quant + paged KV cache; keep batch small on consumer GPUs.,InternLM2 20B.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
87,XVERSE-13B,https://huggingface.co/xverse/XVERSE-13B,LLM,13.0,Chat,9–11,9.0,8–<12 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",General: use 4-bit quant + paged KV cache; keep batch small on consumer GPUs.,XVERSE 13B.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
88,xglm-7.5B,https://huggingface.co/facebook/xglm-7.5B,LLM,7.5,Multilingual,5–6,5.0,4–<8 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",General: use 4-bit quant + paged KV cache; keep batch small on consumer GPUs.,XGLM 7.5B.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
89,pythia-12b,https://huggingface.co/EleutherAI/pythia-12b,LLM,12.0,Pretraining / experiments,8–10,8.0,8–<12 GB,Yes (Transformer decoder; vLLM/HF),Not needed for single-GPU,"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",General: use 4-bit quant + paged KV cache; keep batch small on consumer GPUs.,EleutherAI Pythia.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
90,mpt-30b-instruct,https://huggingface.co/mosaicml/mpt-30b-instruct,LLM,30.0,Advanced chat,16–20,16.0,16–<18 GB,Yes (Transformer decoder; vLLM/HF),Optional (model parallel if needed),"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",Large: prefer multi-GPU or server-class VRAM; enable paged attention & flash-attn if supported.,Large 30B.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
91,mpt-30b-chat,https://huggingface.co/mosaicml/mpt-30b-chat,LLM,30.0,Chat,16–20,16.0,16–<18 GB,Yes (Transformer decoder; vLLM/HF),Optional (model parallel if needed),"GGUF (llama.cpp), AWQ, GPTQ, bitsandbytes 4/8 where available","For repeatability: temperature 0.0–0.2, top_p=1.0, fix random seed; use greedy/beam for most deterministic outputs.",Large: prefer multi-GPU or server-class VRAM; enable paged attention & flash-attn if supported.,Large 30B.,Varies by checkpoint (see URL),User-config / sampling dependent,Hardware + quant + batch dependent; measure on target GPU,Text-only,N/A,Generic (refer model card),Refer model card (SentencePiece/BPE/Tokenizer JSON),HF Transformers; vLLM where supported; llama.cpp/GGUF if available; Ollama for popular checkpoints,GGUF; AWQ/GPTQ/bitsandbytes 4/8 when available,1–4 (consumer GPUs); increase on larger VRAM,Use FlashAttention/paged KV cache if supported; reduce max_new_tokens for lower latency,Increase batch on bigger VRAM; prefer tensor-parallel for >24 GB models,Ensure right chat template; avoid excessive system prompts,"Check license + weights access (e.g., Llama family gated)","For determinism: temperature 0.0–0.2, top_p=1.0; set seeds; disable sampling for exact reproducibility"
